2095	4030	4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	854	1153	1674	2672	3549	4109	4404	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1842	2088	3479	4430	4567	4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1777	2672	2743	3254	3592	3718	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	519	635	1200	1829	2088	2428	3254	3479	4105	4109	4427	4593	4599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1195	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	708	1123	1262	1388	1777	1834	2428	2757	2904	2909	3177	3254	3506	4265	0	0	0	0	0	0	0	0	0	0	0	0	0
239	340	342	1674	2702	2908	3055	3483	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	1674	1777	2638	2677	2713	3254	3449	3479	3574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	689	1271	1445	1452	1551	1674	1777	1791	1796	1798	1811	2445	2696	2713	3493	3498	3575	4582	0	0	0	0	0	0	0	0	0
865	1060	1213	1674	2381	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1492	1791	3254	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1215	1674	2178	2634	2696	2904	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	519	592	1200	1445	1492	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1692	2117	2713	3592	4104	4404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1321	1748	2088	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
689	1777	2138	2381	2757	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2450	3452	3549	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1920	2090	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1770	1791	1804	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	1926	2428	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	689	1777	3479	3565	4389	4404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	1229	2088	2381	2759	2904	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	484	519	1674	2713	2904	4560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	506	1777	1791	2088	2138	2900	3177	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1492	1678	1697	3740	3773	4204	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	752	1674	1777	2237	2696	2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1213	1678	4105	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	2117	2696	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	519	1095	1492	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	2088	2696	3042	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1777	2743	3592	3718	4109	4224	4409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
530	3191	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2089	2101	2487	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1492	1791	1920	2428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2428	2648	3254	3479	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	1095	1318	2437	2514	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1032	1229	1674	2381	3483	4587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	519	576	1492	1791	4104	4201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	505	519	2541	2576	2757	3166	3491	3565	3601	3616	3958	4286	4386	4389	4567	0	0	0	0	0	0	0	0	0	0	0	0
222	1920	1971	3892	4033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138	2677	2713	3479	4109	4412	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1294	1723	2672	2743	3479	4109	4171	4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	355	519	655	689	695	1081	1332	1674	1777	1842	2428	2557	2713	2900	3254	3416	3479	4235	4430	4509	0	0	0	0	0	0	0
549	1728	1812	1849	2428	2713	3254	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	1080	1777	2088	2381	2696	2874	2904	4409	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1492	2351	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1920	2576	3254	3479	3999	4109	4385	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	505	572	1791	3081	3479	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1812	2428	2765	3254	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	2088	2381	2677	2874	4109	4409	4430	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1093	1318	1729	3181	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	499	1323	1770	1796	1798	1804	1884	2576	2900	3479	4207	4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
689	1777	2757	2874	2900	3177	3479	4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
534	569	1551	1674	1692	1920	2672	2702	3592	4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	212	215	543	576	1651	2163	3254	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	519	2713	3254	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	1492	2363	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	505	689	2138	3182	4409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	519	1492	2368	2430	2993	3479	4209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	222	1035	2157	3083	4030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	916	1492	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692	1153	1551	2138	3098	3592	3958	4109	4405	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1777	1804	1920	2677	2743	3177	3592	4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	470	519	587	1674	1984	2428	2696	2713	3493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1200	1492	4109	4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	1674	1777	1791	2696	2874	2908	3479	4109	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982	1214	1488	2428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
460	519	1228	1777	2713	3207	3340	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651	2095	2359	4205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	695	1253	1674	1777	2088	2381	2692	2702	2908	3166	3479	3542	3620	4096	4567	0	0	0	0	0	0	0	0	0	0	0	0
1572	4415	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2428	2677	3259	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1978	2381	3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1777	2570	2743	3479	3592	4489	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	1360	2138	2381	3177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	2033	2677	2713	3479	4405	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	1068	1804	1829	2088	2095	4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	1674	2874	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	651	2101	2248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	519	1492	2088	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	832	1674	1798	2655	2874	3479	4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1791	2954	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1095	1492	2428	3773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1068	1193	2117	2859	4109	4430	4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1200	1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	376	569	1692	2677	2757	3166	3177	3592	4201	4560	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	1060	1229	1294	1551	1674	2117	2445	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
752	1229	1777	1920	2088	2381	2908	3565	3645	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1448	1492	2370	4109	4209	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	1791	2138	2677	2761	3166	3565	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1367	1920	2381	2568	3177	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	2381	2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	215	1229	1445	3254	3293	3479	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787	1153	1627	1841	2428	3491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	3300	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	239	376	1559	1602	1674	2696	2713	2873	2908	3399	3479	3677	4109	4286	4429	0	0	0	0	0	0	0	0	0	0	0	0
104	194	499	519	1068	2241	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1445	2101	3094	3254	3479	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1791	1829	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1551	1798	2570	2696	3202	3493	3719	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1229	1367	1674	1777	1924	2381	3053	3177	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1200	1213	1492	3479	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1198	1200	1492	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	342	519	1222	2428	2557	2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1093	1492	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	2046	3493	3565	3600	4391	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2083	2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	834	1229	2029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	549	1213	2112	2180	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	251	340	342	695	1550	1674	1812	2557	2713	3673	3859	4286	4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1153	2117	2637	3479	4109	4430	4599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	499	572	1200	1492	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	499	519	1241	2993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	701	914	1367	2732	2900	2909	3053	3177	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	376	505	1791	2088	2138	2900	3479	3491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	505	1198	1791	1793	1804	1926	2541	4182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	103	2070	2082	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	342	433	1551	1674	2696	3401	3498	3865	4409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1213	1728	2696	2713	2904	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	226	973	1095	1232	1445	1492	2363	3254	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
541	1074	3479	3740	4105	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	1445	2088	4109	4599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	519	651	1777	2757	3177	3479	3958	4409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	505	708	1770	2088	2138	2713	3182	4404	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1193	2363	3002	4030	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1680	1971	2101	2428	4033	4109	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1492	1971	2339	2428	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1804	1931	2088	2757	3592	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1060	1674	1777	1798	2696	2780	2877	3498	3565	3686	3925	3926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	1362	2381	2713	2911	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	1674	2696	2874	2904	3483	4109	4286	4430	4555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1445	3254	3479	4384	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1492	1829	2428	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1795	1971	4188	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	1153	2428	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	655	1674	2402	2677	2713	2874	3157	3254	3479	4430	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	1492	2428	3479	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2048	2696	4399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	249	340	342	457	655	1047	1674	1777	2696	2713	2874	3417	3479	4109	4260	4279	4286	4430	0	0	0	0	0	0	0	0	0
167	441	754	1390	2677	2743	2908	4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1241	1777	2713	2908	3823	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	1294	1777	2088	2570	2648	2689	2759	3284	3479	4279	4409	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1098	1492	2993	4188	4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	1972	3254	3479	3740	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	1920	2696	2993	3493	3892	4030	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1068	1193	4109	4430	4513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1095	1492	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1777	2696	2904	2908	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	2381	3533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	740	2922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1469	1674	2702	3119	3479	4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1193	1920	2088	2989	4109	4430	4599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1492	2428	3254	3740	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	433	519	754	2572	3007	3254	3479	4214	4520	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1826	2677	2742	3144	3479	4109	4404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	441	1038	1920	2557	2648	2743	3592	3780	4389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1674	1829	2178	2696	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	1200	2095	4105	4603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1355	1468	1777	2088	2306	2702	3202	3479	4599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1492	1625	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1959	2098	2101	2485	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1777	2677	3177	3372	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1804	3592	3735	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	519	695	1194	2210	3417	3480	3687	4026	4140	4352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1294	1366	1674	2088	2702	3119	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	505	3600	4384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	342	689	867	1060	1095	1148	1229	1674	1798	1840	2033	2696	2713	2874	3479	4109	4150	4279	4430	0	0	0	0	0	0	0	0
6	1602	2696	3479	4109	4429	4482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	499	572	1200	1492	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1777	2088	2680	3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
689	1499	1777	1798	2206	2757	2900	3177	3479	3533	3800	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	1674	2629	2634	2702	2904	3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	1777	2696	3416	3417	3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1095	1715	4586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	1074	3479	3740	3771	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	2088	2216	2445	4109	4415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1235	1448	1492	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1074	2428	3740	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1200	1492	1770	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1198	1551	1674	2078	2696	2713	2904	2934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	1777	1854	2428	3254	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1674	2696	2713	2874	3479	3600	4109	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	606	1445	1448	2648	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	689	1551	3498	4389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	1193	2538	2571	2677	2759	3483	4109	4386	4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1492	1791	2428	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	916	2428	2447	3479	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	519	3254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	470	519	1785	1842	2742	3254	3479	4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1198	1492	2095	3119	4033	4109	4443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	1551	1674	1772	2179	2557	2696	2713	2874	3479	3600	4104	4286	4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	340	1674	1728	2696	2713	2874	3483	3687	4109	4279	4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	215	519	662	1200	1445	1492	1791	2677	3254	3479	3773	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	3687	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1492	2428	3254	3740	4109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	1777	1798	1834	2874	3166	3177	3182	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	505	689	1798	2759	2777	2780	3014	3177	3351	3479	4109	4279	4286	4404	0	0	0	0	0	0	0	0	0	0	0	0	0
572	1200	1213	1492	1589	3479	4105	4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	549	1153	1674	2428	2713	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	916	1448	1492	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	1095	1492	2428	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	588	663	844	1674	2621	2648	2672	2713	3075	3479	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
854	1060	1270	1674	1688	1771	1865	2088	2376	3119	3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	285	470	588	695	797	1551	1674	2002	2696	2702	2713	2892	2931	3479	3493	3673	4194	4288	4430	0	0	0	0	0	0	0	0
19	1069	1692	1829	1920	4104	4430	4513	4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1193	4109	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
