2	1002	2008-07-12
2	2144	2008-07-17
2	6095	2008-08-01
2	3803	2008-08-04
2	1399	2008-10-22
2	5155	2008-11-18
2	5090	2009-01-08
2	2306	2009-01-24
2	826	2009-02-06
2	536	2009-02-20
2	6144	2009-03-13
2	5092	2009-04-23
2	2666	2009-07-10
2	2670	2009-07-15
2	25	2009-10-08
2	4024	2009-12-14
2	5077	2009-12-29
2	6416	2010-02-16
2	1650	2010-03-09
2	3160	2010-03-11
2	1320	2010-07-26
2	1107	2010-10-09
2	5471	2010-10-26
2	1467	2011-01-29
2	4203	2011-01-29
2	5341	2011-05-09
2	4934	2011-07-22
2	6035	2011-08-08
2	4023	2011-09-26
2	5047	2011-10-08
2	3151	2011-12-29
2	3043	2012-03-22
2	4360	2012-12-25
2	5368	2013-03-25
2	1621	2013-05-29
2	649	2013-05-29
2	903	2013-06-27
2	828	2013-07-01
2	2986	2013-07-18
2	1874	2013-08-22
2	3956	2013-08-22
2	4939	2013-08-24
2	4118	2013-09-03
2	5517	2013-09-05
2	483	2013-09-05
2	5084	2013-09-12
2	1633	2013-10-19
2	2945	2013-10-31
2	3559	2014-01-15
2	200	2014-02-07
2	3165	2014-06-23
2	3197	2014-09-19
2	3458	2014-10-14
2	5463	2015-10-08
2	1365	2016-12-26
2	5164	2017-03-29
2	3965	2017-05-20
2	1161	2017-06-20
2	5133	2017-07-18
3	26	2002-04-29
3	34	2002-06-21
3	125	2002-06-23
3	805	2002-06-30
3	1301	2002-09-24
3	1727	2002-11-04
3	1582	2002-11-04
3	1704	2002-11-28
3	2334	2003-07-18
3	2882	2004-01-22
3	205	2004-02-13
3	179	2004-10-08
3	3826	2004-10-20
3	1799	2006-12-17
3	1395	2007-04-02
3	2994	2007-11-24
3	5822	2009-02-01
3	1309	2012-12-09
4	1078	2003-01-24
4	2139	2003-01-28
4	2170	2003-02-04
4	2173	2003-03-19
4	1335	2003-03-27
4	2399	2003-04-22
4	910	2003-04-23
4	2188	2003-04-25
4	1710	2003-04-27
4	1490	2003-05-11
4	1564	2003-05-19
4	2416	2003-06-01
4	2377	2003-06-22
4	318	2003-06-28
4	2641	2003-07-01
4	2770	2003-08-20
4	1760	2003-09-01
4	2781	2003-09-19
4	1530	2003-09-22
4	2425	2003-09-24
4	2878	2003-10-12
4	1403	2003-10-17
4	2894	2003-10-21
4	2092	2003-12-29
4	832	2004-01-15
4	1929	2004-01-20
4	2983	2004-01-27
4	2931	2004-01-29
4	3193	2004-02-09
4	1942	2004-05-06
4	3511	2004-06-02
4	3538	2004-06-26
4	3412	2005-01-02
4	2911	2005-01-04
4	2932	2005-01-10
4	3016	2005-01-10
4	646	2005-01-10
4	3504	2005-02-24
4	1304	2005-10-15
4	3998	2005-10-19
4	988	2005-10-24
4	4229	2005-10-24
4	4011	2005-11-02
4	1497	2006-02-01
4	3040	2006-03-17
4	1340	2006-03-23
4	2525	2006-07-11
4	5473	2006-08-07
4	2874	2006-10-23
4	3989	2006-10-23
4	60	2006-11-22
4	1349	2006-11-22
4	855	2006-11-22
4	4369	2006-12-13
4	4871	2007-04-23
4	915	2007-04-24
4	6155	2007-05-30
4	4458	2007-06-02
4	6004	2007-06-07
4	1099	2007-06-10
4	6148	2007-06-11
4	5449	2007-06-17
4	5518	2007-06-20
4	5781	2007-06-22
4	6050	2007-07-07
5	47	2001-04-18
5	56	2001-09-23
5	177	2001-11-13
5	337	2001-12-08
5	428	2001-12-26
5	372	2001-12-26
5	440	2001-12-26
5	494	2002-07-24
5	1391	2002-09-23
5	1547	2002-12-09
5	1303	2003-01-27
5	1855	2003-04-02
5	601	2003-04-02
5	1478	2003-04-15
5	1470	2003-04-25
5	2160	2003-05-04
5	2490	2003-08-06
5	2981	2003-11-11
5	374	2003-12-24
5	1649	2004-05-02
5	3345	2005-03-18
5	2641	2005-05-03
5	3998	2005-06-28
5	4884	2005-11-02
5	4101	2005-11-02
5	760	2005-11-30
5	4667	2006-11-02
5	4091	2006-12-27
5	5806	2007-01-29
5	6234	2008-06-10
5	5761	2008-06-15
6	493	2002-04-22
6	346	2002-05-13
6	144	2002-05-27
6	1292	2002-07-03
6	457	2002-12-01
6	905	2002-12-01
6	2068	2003-01-19
6	1339	2003-02-09
6	1351	2003-03-23
6	1479	2003-06-08
6	482	2003-10-23
6	3828	2003-12-03
6	992	2004-01-01
6	2504	2004-03-09
6	1260	2004-09-14
6	2936	2005-02-27
6	179	2006-10-11
6	4990	2007-11-25
6	2667	2007-12-17
6	5569	2008-02-20
6	1547	2008-05-05
6	1097	2008-05-05
6	3632	2008-05-29
6	1264	2009-10-11
6	640	2012-04-20
6	3726	2014-04-29
7	2393	2006-02-04
7	2650	2006-04-12
7	1479	2006-07-22
7	4133	2006-08-01
7	348	2006-08-11
7	20	2006-08-13
7	2810	2006-08-26
7	2106	2006-08-27
7	1612	2006-09-16
7	542	2007-09-21
7	4941	2012-05-07
7	6242	2015-06-18
8	139	2001-12-10
8	88	2002-01-22
8	294	2002-01-31
8	658	2002-04-16
8	230	2002-04-20
8	1115	2002-06-02
8	682	2002-08-25
8	508	2002-10-16
8	1545	2002-12-29
8	1889	2003-04-21
8	963	2003-11-12
8	2853	2003-11-20
8	1494	2004-06-19
8	3468	2004-09-14
8	3182	2004-11-26
8	1382	2005-04-24
8	3337	2005-07-11
8	3577	2005-09-01
8	3076	2005-09-18
8	4023	2006-02-21
8	3870	2006-04-06
8	667	2006-04-24
8	4658	2006-07-30
8	2700	2006-11-07
8	1395	2006-11-25
8	1818	2006-11-28
8	3001	2006-12-17
8	2201	2006-12-26
8	800	2007-04-13
8	3944	2007-05-06
8	304	2007-05-10
8	4442	2007-06-07
8	2687	2007-06-29
8	2578	2007-06-30
8	233	2007-08-20
8	1539	2007-08-22
8	914	2007-08-22
8	3463	2007-08-22
8	2439	2007-09-15
8	5648	2007-10-28
8	6193	2007-11-12
8	191	2007-11-15
8	3081	2007-11-16
8	3414	2007-11-22
8	760	2007-11-22
8	2836	2007-12-25
8	342	2007-12-25
8	3660	2008-01-01
8	1194	2008-03-24
8	1898	2008-03-24
8	3719	2008-04-26
8	6302	2008-07-14
8	5837	2008-08-09
8	1976	2008-08-12
8	3524	2008-08-24
8	3085	2008-09-28
8	1753	2008-10-04
8	863	2008-11-10
8	5227	2008-12-03
8	6908	2008-12-22
8	713	2008-12-27
8	87	2009-02-08
8	5873	2009-05-04
8	4031	2009-07-14
8	4736	2009-07-24
8	4377	2009-09-03
8	2430	2009-12-04
8	2879	2009-12-26
8	5832	2009-12-26
8	5128	2009-12-26
8	3907	2009-12-26
8	137	2010-03-29
8	1173	2010-06-27
8	6103	2011-05-31
8	3129	2011-09-26
8	3998	2012-02-26
8	5825	2012-06-04
8	2770	2012-06-13
8	1683	2012-08-11
8	6703	2012-10-22
8	2187	2012-11-08
8	3889	2012-11-25
8	5633	2013-01-23
8	6232	2014-02-09
8	5456	2014-02-21
8	482	2014-03-06
8	6376	2014-04-17
8	3183	2015-01-04
8	5099	2015-05-12
8	5071	2016-09-06
8	4329	2016-10-08
8	3704	2017-03-30
9	1013	2003-05-20
9	2297	2003-07-12
9	1279	2003-08-05
9	2322	2003-12-08
9	1572	2004-06-28
9	472	2004-07-19
9	3503	2004-07-28
9	162	2004-09-27
9	1902	2005-01-11
9	2603	2005-01-23
9	3049	2005-01-23
9	4430	2005-05-16
9	3840	2005-07-17
9	3628	2005-07-21
9	4727	2005-10-26
9	1870	2005-11-13
9	2154	2005-11-27
9	4911	2006-01-10
9	3222	2006-01-13
9	3484	2006-01-23
9	1324	2006-02-05
9	187	2006-02-08
9	2766	2006-02-22
9	4828	2006-03-09
9	1512	2006-04-17
9	1535	2006-05-14
9	3020	2006-05-21
9	900	2006-05-29
9	5434	2006-06-30
9	752	2006-07-18
9	2546	2006-07-18
9	4325	2006-08-07
9	663	2006-08-17
9	1945	2006-08-28
9	4799	2006-08-28
9	829	2006-09-10
9	5160	2006-09-10
9	3153	2006-09-24
9	2445	2006-09-24
9	820	2006-10-07
9	4388	2006-10-23
9	2250	2006-10-30
9	710	2006-11-26
9	4610	2006-11-27
9	5376	2006-12-07
9	97	2006-12-17
9	4377	2006-12-23
9	1834	2007-01-02
9	2389	2007-01-05
9	4151	2007-01-15
9	3235	2007-02-08
9	4137	2007-02-25
9	1907	2007-02-26
9	2566	2007-05-14
9	1587	2007-05-16
9	2726	2007-05-16
9	4812	2007-06-21
9	150	2007-09-26
9	1164	2007-10-09
9	2800	2008-01-16
9	1711	2008-04-15
9	3356	2008-05-21
9	3115	2008-08-06
9	4382	2008-08-10
9	2271	2008-08-11
9	6665	2008-08-19
9	3940	2008-08-29
9	1604	2008-11-03
9	3860	2008-11-28
9	2346	2008-12-06
9	3953	2008-12-24
9	1266	2008-12-26
9	2761	2008-12-30
9	2014	2009-01-20
9	1794	2009-03-01
9	6063	2009-03-05
9	2731	2009-04-02
9	7050	2009-07-28
9	1630	2009-07-28
9	3876	2009-08-11
9	7122	2009-11-07
9	106	2009-12-28
9	4607	2010-01-03
9	51	2010-03-17
9	1097	2013-02-02
9	507	2014-03-29
9	2958	2014-08-26
10	761	2002-10-02
10	455	2002-12-31
10	2309	2003-03-27
10	2283	2003-04-06
10	1000	2003-08-14
10	1018	2003-10-22
10	1994	2003-12-23
10	2887	2004-03-06
10	2810	2004-03-14
10	1108	2004-03-17
10	663	2004-03-22
10	1733	2004-04-05
10	869	2004-04-09
10	863	2004-04-17
10	3030	2004-04-27
10	3413	2004-05-11
10	563	2004-05-13
10	3477	2004-05-13
10	1075	2004-05-18
10	3485	2004-05-23
10	326	2004-06-01
10	1140	2004-06-14
10	1054	2004-06-22
10	2554	2004-06-26
10	1382	2004-07-04
10	3296	2004-07-12
10	3563	2004-07-12
10	1097	2004-07-13
10	1116	2004-07-22
10	3301	2004-08-09
10	3579	2004-08-09
10	3184	2004-08-22
10	3646	2004-08-27
10	2527	2004-09-05
10	78	2004-09-19
10	914	2004-10-10
10	2125	2004-10-17
10	952	2004-10-19
10	2221	2004-11-09
10	2731	2004-11-12
10	3933	2004-11-14
10	3843	2004-11-27
10	3891	2004-11-30
10	2238	2004-12-28
10	2932	2005-01-11
10	4050	2005-01-22
10	3262	2005-01-25
10	4043	2005-02-09
10	1703	2005-03-13
10	413	2005-03-18
10	797	2005-03-20
10	2338	2005-03-21
10	472	2005-03-27
10	3675	2005-04-01
10	4259	2005-04-05
10	961	2005-04-13
10	1964	2005-04-19
10	4073	2005-04-21
10	4612	2005-07-16
10	1765	2005-07-18
10	4229	2005-07-25
10	1752	2005-07-30
10	4559	2005-09-13
10	4318	2005-09-20
10	10	2005-10-14
10	445	2005-10-14
10	3273	2005-10-15
10	3420	2005-10-22
10	4654	2005-10-27
10	522	2005-11-03
10	4951	2005-11-12
10	3851	2005-11-18
10	3951	2005-11-22
10	1963	2006-01-22
10	1050	2006-02-02
10	3254	2006-02-02
10	1227	2006-02-08
10	2603	2006-02-20
10	2589	2006-03-10
10	4930	2006-04-22
10	193	2006-04-25
10	2271	2006-05-29
10	5512	2006-08-29
10	3233	2006-09-12
10	5504	2006-09-16
10	846	2007-01-10
10	5486	2007-02-06
10	2726	2007-02-22
10	2076	2007-03-17
10	5369	2007-03-17
10	5906	2007-03-22
10	5904	2007-06-12
10	2612	2007-06-16
10	471	2007-07-09
10	2036	2007-07-29
10	4005	2007-08-04
10	2488	2007-08-04
10	2047	2007-08-18
10	1290	2007-10-06
10	3076	2007-11-05
10	3914	2008-01-10
10	1983	2008-01-28
10	482	2008-01-31
10	5368	2008-02-12
10	2370	2008-04-03
10	2020	2008-04-09
10	1814	2008-05-21
10	5706	2010-04-25
10	2214	2011-09-13
10	6976	2012-02-04
10	5589	2012-03-27
10	976	2012-04-05
10	2848	2012-05-14
10	6969	2012-08-22
10	2031	2012-11-27
10	2323	2012-12-31
10	1974	2013-02-08
10	4542	2013-06-19
10	1338	2013-06-19
10	3660	2013-06-30
10	4317	2013-07-10
10	6738	2013-07-25
10	3427	2013-07-28
10	276	2013-08-02
10	7080	2013-08-03
10	355	2013-10-09
10	2687	2013-10-11
10	999	2014-01-02
10	2192	2014-01-24
10	5883	2014-03-03
10	7278	2014-03-10
10	3145	2014-08-15
10	720	2015-01-30
10	841	2015-02-23
11	138	2001-08-01
11	152	2001-08-08
11	19	2001-08-21
11	69	2001-08-24
11	49	2001-09-04
11	111	2001-09-23
11	244	2001-10-01
11	310	2001-10-18
11	394	2001-12-04
11	280	2001-12-17
11	101	2001-12-29
11	319	2002-01-07
11	142	2002-01-07
11	503	2002-01-08
11	462	2002-01-12
11	354	2002-01-18
11	614	2002-02-10
11	299	2002-02-10
11	724	2002-03-04
11	720	2002-03-10
11	760	2002-04-05
11	722	2002-04-17
11	709	2002-04-18
11	944	2002-04-20
11	726	2002-04-21
11	905	2002-04-23
11	143	2002-04-25
11	212	2002-04-28
11	65	2002-05-07
11	999	2002-05-16
11	1108	2002-05-18
11	353	2002-05-20
11	1099	2002-05-20
11	1123	2002-05-28
11	539	2002-06-08
11	580	2002-06-17
11	468	2002-06-17
11	1228	2002-07-05
11	612	2002-07-07
11	1283	2002-07-08
11	1256	2002-07-15
11	1174	2002-07-17
11	877	2002-07-25
11	1321	2002-07-28
11	1274	2002-08-08
11	1540	2002-08-20
11	1588	2002-09-03
11	1234	2002-09-09
11	1620	2002-10-01
11	1757	2002-10-13
11	1777	2002-10-18
11	376	2002-11-17
11	1851	2002-11-21
11	1924	2002-12-03
11	1899	2003-01-14
11	9	2003-01-20
11	2163	2003-02-06
11	835	2003-02-15
11	2131	2003-02-15
11	1990	2003-03-10
11	1387	2003-04-13
11	1442	2003-04-13
11	2411	2003-05-11
11	325	2003-05-14
11	987	2003-05-15
11	2481	2003-05-21
11	1860	2003-06-06
11	2072	2003-06-08
11	2593	2003-06-11
11	977	2003-06-16
11	2613	2003-06-27
11	240	2003-07-14
11	2640	2003-08-04
11	755	2003-08-08
11	2485	2003-08-30
11	1399	2003-09-01
11	2157	2003-09-15
11	2626	2003-09-25
11	2424	2003-09-29
11	2692	2003-10-10
11	1915	2003-10-13
11	2260	2003-10-15
11	2887	2003-10-23
11	2927	2003-11-07
11	923	2003-11-11
11	1900	2003-11-13
11	2283	2003-12-18
11	1458	2004-01-04
11	2400	2004-01-12
11	2166	2004-01-14
11	1116	2004-01-24
11	2597	2004-02-09
11	2021	2004-03-01
11	3294	2004-03-15
11	3235	2004-03-24
11	3339	2004-04-05
11	3138	2004-04-07
11	1908	2004-04-07
11	992	2004-04-09
11	242	2004-04-18
11	3376	2004-04-26
11	1030	2004-05-01
11	147	2004-05-08
11	3423	2004-05-22
11	1414	2004-05-29
11	3199	2004-05-30
11	986	2004-06-09
11	2510	2004-06-10
11	338	2004-06-13
11	1291	2004-06-20
11	3575	2004-06-27
11	1055	2004-07-09
11	1287	2004-07-21
11	3546	2004-07-24
11	3599	2004-07-24
11	3486	2004-07-25
11	3521	2004-07-25
11	2486	2004-08-11
11	3677	2004-08-12
11	422	2004-08-22
11	3716	2004-08-24
11	3739	2004-09-05
11	2521	2004-09-06
11	3785	2004-09-20
11	1744	2004-10-01
11	3513	2004-10-03
11	3808	2004-10-03
11	3555	2004-10-05
11	1250	2004-10-17
11	708	2004-10-21
11	1825	2004-10-24
11	3298	2004-10-28
11	2595	2004-10-30
11	2432	2004-11-03
11	2388	2004-11-07
11	2947	2004-11-13
11	3877	2004-11-13
11	236	2004-11-23
11	2327	2004-11-27
11	388	2004-11-28
11	207	2004-12-04
11	2876	2004-12-21
11	1524	2004-12-26
11	850	2004-12-26
11	33	2004-12-30
11	3530	2005-01-02
11	356	2005-01-03
11	4041	2005-01-12
11	4002	2005-01-30
11	4089	2005-02-02
11	4147	2005-02-13
11	4093	2005-02-16
11	4306	2005-02-19
11	1562	2005-03-18
11	2742	2005-03-20
11	4105	2005-03-27
11	744	2005-03-31
11	1425	2005-04-01
11	4106	2005-04-24
11	2398	2005-05-06
11	2407	2005-05-06
11	4415	2005-05-08
11	2468	2005-05-11
11	290	2005-05-11
11	2737	2005-05-12
11	4377	2005-05-20
11	220	2005-05-24
11	2121	2005-05-29
11	3881	2005-05-30
11	4187	2005-06-07
11	4488	2005-06-21
11	2730	2005-06-27
11	4652	2005-06-30
11	4650	2005-07-02
11	2127	2005-07-05
11	3991	2005-07-07
11	2194	2005-07-13
11	3747	2005-07-15
11	4397	2005-07-16
11	144	2005-08-15
11	4608	2005-08-17
11	4011	2005-09-01
11	314	2005-09-04
11	85	2005-09-12
11	4736	2005-09-12
11	4433	2005-09-19
11	1538	2005-09-19
11	707	2005-09-21
11	540	2005-09-21
11	4822	2005-09-22
11	1672	2005-09-29
11	4351	2005-10-01
11	423	2005-10-11
11	928	2005-10-11
11	2656	2005-10-17
11	4874	2005-10-19
11	3858	2005-10-21
11	390	2005-10-30
11	1917	2005-10-31
11	4265	2005-11-04
11	4879	2005-11-09
11	4350	2005-11-10
11	1974	2005-11-17
11	2391	2005-11-23
11	2889	2005-12-04
11	4878	2005-12-20
11	4503	2005-12-21
11	3947	2005-12-27
11	4236	2005-12-28
11	135	2006-01-04
11	4365	2006-01-09
11	4746	2006-01-09
11	2369	2006-01-11
11	3989	2006-02-03
11	90	2006-02-14
11	4621	2006-02-17
11	5243	2006-02-27
11	5238	2006-03-01
11	1832	2006-03-10
11	4533	2006-05-01
11	3610	2006-05-03
11	5086	2006-05-08
11	2379	2006-05-19
11	809	2006-06-14
11	534	2006-06-17
11	1501	2006-07-09
11	2405	2006-07-22
11	2858	2006-07-22
11	5285	2006-07-24
11	4619	2006-07-25
11	2922	2006-08-05
11	4992	2006-08-20
11	5560	2006-08-23
11	4617	2006-09-08
11	5306	2006-09-18
11	1841	2006-09-19
11	496	2006-09-30
11	2024	2006-10-15
11	464	2006-10-19
11	1958	2006-10-20
11	4898	2006-10-22
11	3522	2006-10-23
11	2005	2006-10-27
11	4359	2006-10-29
11	964	2006-11-13
11	4783	2006-12-18
11	2791	2006-12-24
11	517	2006-12-25
11	4599	2007-01-07
11	5789	2007-01-20
11	3981	2007-01-24
11	1402	2007-02-04
11	121	2007-02-09
11	719	2007-03-04
11	2363	2007-03-05
11	5924	2007-03-17
11	5927	2007-03-17
11	5926	2007-03-17
11	5923	2007-03-17
11	1317	2007-03-25
11	469	2007-03-28
11	5172	2007-04-04
11	3035	2007-04-16
11	5500	2007-04-23
11	4303	2007-04-28
11	5914	2007-05-05
11	5333	2007-05-06
11	5873	2007-05-13
11	3536	2007-05-13
11	5800	2007-05-20
11	1663	2007-05-21
11	3770	2007-05-28
11	505	2007-05-31
11	4250	2007-05-31
11	278	2007-05-31
11	5920	2007-06-01
11	119	2007-06-03
11	2590	2007-06-09
11	434	2007-06-12
11	2409	2007-06-24
11	6115	2007-06-27
11	5223	2007-07-01
11	4887	2007-07-07
11	5119	2007-08-06
11	3663	2007-08-13
11	6269	2007-08-24
11	6270	2007-08-30
11	4124	2007-10-01
11	5783	2007-10-09
11	4582	2007-10-29
11	6129	2007-11-04
11	2765	2007-11-05
11	4482	2007-12-02
11	1023	2007-12-03
11	6198	2007-12-03
11	936	2007-12-26
11	177	2008-01-21
11	1236	2008-01-22
11	733	2008-02-05
11	341	2008-02-21
11	247	2008-03-05
11	4568	2008-03-09
11	5955	2008-03-21
11	457	2008-03-24
11	4048	2008-04-12
11	786	2008-04-13
11	788	2008-04-19
11	4625	2008-04-26
11	1612	2008-05-05
11	2243	2008-05-12
11	1985	2008-05-16
11	1121	2008-05-25
11	4636	2008-05-26
11	473	2008-06-23
11	3577	2008-07-04
11	5885	2008-07-12
11	4349	2008-07-13
11	1029	2008-07-27
11	273	2008-08-21
11	6713	2008-09-15
11	2144	2008-09-17
11	6552	2008-09-29
11	3846	2008-09-30
11	1100	2008-10-09
11	731	2008-10-13
11	5854	2008-10-24
11	6862	2008-11-01
11	674	2008-11-06
11	1645	2008-11-11
11	3068	2008-11-23
11	4287	2008-12-13
11	3537	2008-12-20
11	6461	2008-12-21
11	6513	2009-01-11
11	6268	2009-01-12
11	926	2009-01-30
11	3844	2009-02-05
11	1394	2009-02-14
11	2953	2009-03-01
11	5479	2009-03-01
11	2328	2009-04-15
11	27	2009-04-17
11	447	2009-04-19
11	4752	2009-05-03
11	6013	2009-05-12
11	365	2009-05-17
11	6225	2009-05-24
11	6338	2009-05-24
11	6710	2009-05-28
11	5302	2009-06-14
11	6318	2009-06-23
11	2666	2009-07-04
11	2670	2009-07-19
11	4061	2009-07-20
11	5599	2009-07-26
11	3969	2009-07-28
11	750	2009-08-05
11	5166	2009-08-07
11	1913	2009-08-15
11	4703	2009-08-17
11	592	2009-08-26
11	3164	2009-09-04
11	4419	2009-09-05
11	6326	2009-09-13
11	6233	2009-10-11
11	2891	2009-10-13
11	3322	2009-10-23
11	613	2009-12-03
11	3713	2009-12-06
11	3364	2009-12-14
11	2943	2009-12-20
11	2821	2010-01-01
11	5859	2010-01-17
11	6350	2010-01-21
11	2028	2010-01-25
11	4715	2010-02-13
11	1160	2010-02-21
11	5959	2010-03-27
11	3967	2010-04-20
11	6777	2010-05-02
11	7140	2010-05-03
11	6239	2010-05-04
11	1998	2010-05-04
11	2362	2010-05-10
11	2709	2010-05-10
11	851	2010-05-16
11	5608	2010-05-25
11	3994	2010-06-07
11	1204	2010-06-12
11	162	2010-06-30
11	322	2010-07-04
11	6759	2010-07-24
11	1535	2010-07-24
11	2266	2010-07-25
11	2267	2010-08-07
11	2179	2010-08-07
11	6480	2010-08-12
11	5693	2010-09-06
11	4767	2010-10-07
11	6991	2010-10-18
11	5159	2010-10-24
11	2649	2010-10-24
11	6664	2010-11-07
11	5090	2010-12-04
11	333	2010-12-13
11	7214	2011-06-05
11	1270	2011-07-27
11	523	2011-08-04
11	7179	2011-08-07
11	3008	2011-08-07
11	1644	2011-08-23
11	3514	2012-01-01
11	7181	2017-11-19
11	5405	2017-11-20
12	1377	2002-07-09
12	1313	2002-07-25
12	1421	2002-07-25
12	1448	2002-08-12
12	3075	2005-09-21
12	5087	2006-06-25
12	888	2006-10-29
12	5329	2006-12-05
12	4673	2007-02-18
12	447	2007-12-09
12	4531	2008-02-03
12	6672	2008-04-11
12	1282	2009-01-04
12	6985	2009-02-08
12	2773	2010-02-28
12	3376	2010-08-05
13	192	2001-07-16
13	456	2004-05-03
13	1054	2004-06-24
13	1374	2004-08-22
13	4370	2007-03-30
13	4695	2007-04-22
13	1051	2007-05-15
13	288	2007-06-12
13	190	2007-06-17
13	5003	2007-07-01
13	5325	2007-08-28
13	3081	2007-11-18
13	5718	2007-11-19
13	2740	2007-11-26
13	4369	2007-12-01
13	2278	2007-12-11
13	1535	2007-12-12
13	934	2008-02-24
13	696	2008-02-24
13	5744	2008-03-22
13	4065	2008-04-01
13	2255	2008-04-25
13	4975	2008-04-27
13	1856	2008-05-13
13	3555	2008-06-09
13	2944	2008-06-19
13	641	2008-06-19
13	139	2008-09-11
13	3819	2008-09-21
13	3632	2008-09-21
13	5581	2008-10-04
13	399	2008-10-27
13	2315	2008-11-02
13	5974	2008-11-08
13	1870	2009-06-06
13	963	2009-09-27
13	5767	2011-01-17
13	3171	2011-03-27
13	1426	2011-10-22
13	1349	2011-12-18
13	3977	2012-02-05
13	4236	2012-03-27
13	2966	2012-04-01
13	4583	2013-07-02
13	525	2013-08-14
13	7088	2013-08-18
13	3763	2015-01-25
13	5160	2015-06-15
13	6527	2015-07-15
13	5925	2015-08-02
13	1384	2016-07-21
14	279	2001-10-03
14	284	2001-10-05
14	329	2001-12-18
14	539	2002-01-24
14	580	2002-02-11
14	195	2002-02-12
14	705	2002-03-18
14	251	2002-03-24
14	853	2002-03-29
14	827	2002-04-01
14	802	2002-04-11
14	923	2002-04-18
14	536	2002-05-13
14	903	2002-05-14
14	1176	2002-06-05
